,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkingHours,StdWorkingHours,TotalHours,DaysWorked,OvertimeDays,TotalOvertimeHours,AvgOvertimePerDay
98,42,No,Travel_Rarely,Sales,2,2,Medical,1,99,Female,1,Laboratory Technician,Single,21330,3.0,Y,13,8,2,14.0,2,1,0,0,1.0,4.0,3.0,3,3,6.113110181311018,0.321777304474421,1461.0333333333333,239,0,0.0,0.0
99,21,Yes,Travel_Frequently,Research & Development,9,3,Medical,1,100,Female,4,Manufacturing Director,Single,178750,1.0,Y,12,8,0,3.0,5,3,1,2,1.0,2.0,3.0,2,3,8.133578096539162,0.2979867210928539,1984.593055555556,244,170,48.269444444444446,0.197825591985428
100,36,No,Non-Travel,Human Resources,28,3,Human Resources,1,101,Male,2,Laboratory Technician,Single,24320,4.0,Y,22,8,0,7.0,4,1,0,0,4.0,4.0,3.0,1,4,7.306164990421457,0.3227369368620735,1695.030277777778,232,2,0.3574999999999999,0.001540948275862
101,36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,102,Female,2,Research Scientist,Married,47710,4.0,Y,13,8,1,16.0,2,13,1,12,1.0,4.0,3.0,3,3,7.105030345471522,0.3052452368512965,1690.9972222222225,238,0,0.0,0.0
102,57,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,103,Male,5,Research Scientist,Married,191610,2.0,Y,18,8,0,15.0,2,3,1,2,4.0,3.0,3.0,1,3,6.327729314420804,0.2956968539244834,1487.016388888889,235,0,0.0,0.0
103,40,No,Travel_Rarely,Research & Development,8,3,Other,1,104,Male,2,Sales Executive,Married,50870,3.0,Y,14,8,1,10.0,3,7,1,7,4.0,3.0,3.0,3,3,8.1285121602289,0.2861738073402625,1893.9433333333332,233,155,43.48500000000001,0.1866309012875536
104,21,No,Non-Travel,Research & Development,1,5,Life Sciences,1,105,Female,2,Manager,Single,28630,1.0,Y,14,8,0,3.0,2,3,2,2,1.0,4.0,2.0,1,3,7.98643255701116,0.2672601004984339,1828.8930555555555,229,107,22.868888888888883,0.0998641436196021
105,33,Yes,Travel_Rarely,Human Resources,28,2,Human Resources,1,106,Female,5,Manager,Single,55610,1.0,Y,21,8,1,1.0,3,1,0,0,4.0,3.0,3.0,1,4,10.50909692159692,0.3066504556629196,2427.601388888889,231,231,579.6013888888889,2.509096921596921
106,37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,107,Male,4,Research Scientist,Married,21440,6.0,Y,19,8,0,17.0,3,5,0,3,3.0,1.0,3.0,4,3,7.993284030784031,0.2918022262172735,1846.4486111111112,231,108,25.875,0.112012987012987
107,46,No,Non-Travel,Sales,2,4,Marketing,1,108,Female,2,Laboratory Technician,Married,30650,2.0,Y,11,8,0,7.0,3,1,0,0,3.0,3.0,4.0,3,3,6.103653752436647,0.2760742462786244,1391.6330555555555,228,0,0.0,0.0
108,41,Yes,Travel_Frequently,Research & Development,16,1,Medical,1,109,Female,1,Research Scientist,Single,28100,1.0,Y,11,8,0,8.0,3,8,7,7,1.0,2.0,3.0,4,3,7.587908917501192,0.28092136449258,1767.9827777777778,233,15,1.6038888888888874,0.0068836432999523
109,50,No,Travel_Rarely,Research & Development,9,3,Medical,1,110,Female,3,Laboratory Technician,Single,98880,6.0,Y,15,8,0,20.0,2,4,1,3,4.0,4.0,3.0,3,3,6.890321256038647,0.304093715629248,1584.773888888889,230,0,0.0,0.0
110,40,Yes,Travel_Rarely,Research & Development,8,3,Medical,1,111,Female,1,Healthcare Representative,Married,86280,2.0,Y,20,8,0,8.0,2,6,1,0,3.0,3.0,3.0,2,4,9.295999525166192,0.3191977828139923,2175.2638888888887,234,234,303.2638888888889,1.295999525166192
111,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,112,Male,4,Human Resources,Single,28670,0.0,Y,24,8,0,3.0,5,2,2,2,3.0,2.0,3.0,3,4,10.806078364950316,0.2826356108226118,2658.2952777777778,246,246,690.2952777777778,2.806078364950316
112,21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,1,113,Male,1,Laboratory Technician,Single,53730,1.0,Y,12,8,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,5.995219806763284,0.3117684071979395,1378.9005555555557,230,0,0.0,0.0
113,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,114,Female,2,Research Director,Single,66670,9.0,Y,12,8,1,6.0,6,3,1,2,4.0,4.0,3.0,4,3,7.788609977324263,0.2951812462886468,1908.2094444444444,245,57,8.628333333333332,0.0352176870748299
114,35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,115,Female,3,Sales Executive,Single,50030,9.0,Y,15,8,0,10.0,2,1,0,0,3.0,2.0,3.0,3,3,7.717707156308851,0.2748778776679911,1821.378888888889,236,37,4.935833333333335,0.0209145480225988
115,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,116,Male,1,Sales Executive,Divorced,23670,2.0,Y,12,8,1,5.0,2,5,0,4,4.0,2.0,3.0,3,3,6.189450379867046,0.2831699616965775,1448.3313888888888,234,0,0.0,0.0
116,28,No,Travel_Rarely,Research & Development,2,2,Medical,1,117,Male,3,Manager,Single,28580,1.0,Y,12,8,0,7.0,2,7,0,7,2.0,4.0,3.0,2,3,7.120614224137931,0.3245814917059362,1651.9825,232,3,0.2113888888888873,0.0009111590038314
117,49,No,Travel_Rarely,Sales,2,3,Technical Degree,1,118,Male,2,Manufacturing Director,Single,52040,8.0,Y,14,8,1,26.0,3,5,0,0,2.0,3.0,3.0,3,3,7.825193287037037,0.2762058666416943,1878.046388888889,240,71,9.84694444444444,0.0410289351851851
118,51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,119,Male,1,Sales Executive,Married,41050,4.0,Y,22,8,1,18.0,2,7,0,7,3.0,4.0,2.0,3,4,7.619401803118908,0.3080290881785042,1737.223611111111,228,27,3.70083333333333,0.0162317251461988
119,36,No,Travel_Rarely,Sales,15,2,Life Sciences,1,120,Male,1,Sales Executive,Married,96790,4.0,Y,12,8,0,6.0,1,2,2,2,4.0,3.0,3.0,3,3,6.002463200379867,0.2793863492279386,1404.576388888889,234,0,0.0,0.0
120,34,Yes,Non-Travel,Research & Development,7,3,Life Sciences,1,121,Male,1,Sales Representative,Single,56170,8.0,Y,25,8,1,9.0,3,5,0,4,1.0,4.0,2.0,3,4,9.113126477541371,0.2968061611407184,2141.5847222222224,235,235,261.58472222222224,1.1131264775413712
121,55,No,Travel_Rarely,Sales,26,3,Marketing,1,122,Male,1,Laboratory Technician,Single,104480,2.0,Y,13,8,0,30.0,3,5,1,2,3.0,4.0,3.0,3,3,8.684139595103579,0.3230686032698425,2049.4569444444446,236,231,162.4275,0.6882521186440679
122,24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,123,Female,5,Manager,Divorced,28970,1.0,Y,18,8,3,5.0,4,5,0,3,4.0,3.0,4.0,3,3,9.993131642512076,0.2929671106647449,2298.4202777777778,230,230,458.4202777777778,1.9931316425120773
123,30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,124,Female,2,Manager,Married,59680,1.0,Y,13,8,0,1.0,3,1,0,0,3.0,2.0,3.0,3,3,6.900539923039923,0.2847968585269351,1594.0247222222222,231,0,0.0,0.0
124,26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,1,125,Male,2,Manager,Single,75100,0.0,Y,18,8,3,7.0,3,6,0,4,3.0,3.0,3.0,3,3,6.999357638888889,0.3041732805740809,1679.8458333333333,240,0,0.0,0.0
125,22,No,Travel_Rarely,Research & Development,16,5,Other,1,126,Male,1,Research Scientist,Married,29910,1.0,Y,19,8,2,2.0,3,2,1,2,1.0,2.0,3.0,2,3,6.286230158730159,0.3140541987912136,1452.1191666666666,231,0,0.0,0.0
126,36,No,Travel_Rarely,Research & Development,1,3,Medical,1,127,Female,5,Healthcare Representative,Married,196360,1.0,Y,12,8,1,10.0,3,10,9,0,2.0,3.0,3.0,3,3,6.366151129943503,0.3056084765592562,1502.4116666666666,236,0,0.0,0.0
127,30,Yes,Travel_Frequently,Sales,3,2,Marketing,1,128,Male,3,Research Scientist,Single,11290,9.0,Y,19,8,0,3.0,2,1,0,0,3.0,4.0,3.0,2,3,8.19166087962963,0.297115735004979,1965.9986111111111,240,175,55.98638888888888,0.2332766203703703
128,37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,1,129,Male,1,Sales Executive,Divorced,133410,1.0,Y,14,8,1,18.0,3,18,12,17,4.0,1.0,2.0,3,3,6.4520891203703705,0.315143122004775,1548.5013888888889,240,0,0.0,0.0
129,40,No,Travel_Rarely,Research & Development,6,2,Medical,1,130,Male,3,Research Scientist,Divorced,43320,7.0,Y,14,8,2,8.0,3,5,1,3,4.0,2.0,3.0,2,3,6.682986714975845,0.3017011062198979,1537.0869444444445,230,0,0.0,0.0
130,42,No,Travel_Rarely,Research & Development,2,3,Medical,1,131,Female,4,Manager,Divorced,110310,3.0,Y,12,8,1,8.0,2,5,1,2,2.0,1.0,3.0,2,3,7.4826477541371155,0.2914009080192508,1758.4222222222222,235,9,1.0386111111111127,0.0044196217494089
131,37,No,Travel_Rarely,Sales,9,1,Marketing,1,132,Male,3,Sales Executive,Single,44400,2.0,Y,11,8,1,18.0,3,1,0,1,3.0,2.0,2.0,2,3,9.920131519274376,0.3128869861899561,2430.432222222222,245,245,470.4322222222222,1.9201315192743764
132,43,No,Travel_Rarely,Sales,10,2,Life Sciences,1,133,Female,1,Sales Executive,Divorced,46170,1.0,Y,11,8,0,25.0,2,25,3,9,1.0,2.0,3.0,3,3,7.41563829787234,0.2937137030826792,1742.675,235,2,0.0422222222222217,0.0001796690307328
133,40,No,Travel_Rarely,Sales,6,2,Life Sciences,1,134,Female,1,Laboratory Technician,Married,26470,6.0,Y,13,8,0,20.0,2,1,0,0,2.0,3.0,3.0,2,3,7.495338468720821,0.295297817659257,1783.8905555555557,238,10,0.936944444444446,0.0039367413632119
134,54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,135,Female,2,Manufacturing Director,Married,63230,4.0,Y,23,8,1,24.0,2,4,1,2,1.0,1.0,2.0,2,4,5.998969652471855,0.2875468261702454,1361.766111111111,227,0,0.0,0.0
135,34,No,Non-Travel,Research & Development,28,3,Medical,1,136,Male,1,Laboratory Technician,Married,56770,9.0,Y,20,8,1,6.0,3,3,1,2,3.0,3.0,3.0,3,4,6.85954534662868,0.2736884968860533,1605.1336111111111,234,0,0.0,0.0
136,31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,137,Male,3,Sales Executive,Married,21870,1.0,Y,15,8,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,6.131909722222222,0.3007888388169094,1422.6030555555556,232,0,0.0,0.0
137,43,No,Travel_Frequently,Sales,14,3,Life Sciences,1,138,Female,1,Manufacturing Director,Married,37480,7.0,Y,14,8,2,10.0,3,3,1,2,4.0,4.0,3.0,2,3,7.67480543318649,0.2823217909904311,1742.180833333333,227,22,3.885555555555559,0.0171169848262359
138,43,No,Travel_Rarely,Sales,27,4,Life Sciences,1,139,Male,2,Sales Representative,Divorced,39770,4.0,Y,18,8,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,8.878969421101774,0.3048386685733429,2113.194722222222,238,238,209.19472222222225,0.878969421101774
139,25,No,Travel_Rarely,Human Resources,7,2,Human Resources,1,140,Male,1,Manufacturing Director,Single,86330,1.0,Y,19,8,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,10.89584530651341,0.3035594941005067,2527.836111111111,232,232,671.8361111111111,2.8958453065134098
140,37,No,Non-Travel,Research & Development,1,3,Medical,1,141,Male,3,Laboratory Technician,Married,20080,3.0,Y,22,8,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,10.692001669051026,0.316739645351325,2491.236388888889,233,233,627.2363888888889,2.692001669051025
141,31,No,Travel_Rarely,Research & Development,24,1,Medical,1,142,Male,3,Laboratory Technician,Married,44400,1.0,Y,13,8,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,7.060316091954023,0.3016817394025219,1637.993333333333,232,0,0.0,0.0
142,39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,1,143,Female,1,Sales Executive,Divorced,30670,1.0,Y,20,8,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,9.009179138321995,0.2940221428307152,2207.248888888889,245,245,247.24888888888887,1.0091791383219957
143,56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,144,Female,3,Sales Executive,Married,53210,9.0,Y,14,8,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,7.420447466294746,0.2949671078665677,1773.4869444444444,239,8,1.1075,0.0046338912133891
144,30,No,Travel_Rarely,Sales,5,4,Medical,1,145,Female,2,Manufacturing Director,Single,54100,0.0,Y,17,8,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,7.585973922902495,0.304401869268774,1858.5636111111112,245,18,3.6750000000000025,0.015
145,41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,146,Female,3,Research Scientist,Married,27820,1.0,Y,14,8,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,6.624136698939603,0.3178489145537027,1596.4169444444444,241,0,0.0,0.0
146,28,No,Travel_Rarely,Research & Development,7,3,Medical,1,147,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,6.192764830508475,0.3179692820147781,1461.4925,236,0,0.0,0.0
147,25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,148,Female,3,Laboratory Technician,Married,26600,5.0,Y,13,8,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,6.472303436911488,0.3119169027133294,1527.463611111111,236,0,0.0,0.0
148,52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,149,Female,2,Sales Representative,Married,33750,2.0,Y,21,8,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,8.195051440329218,0.3105541185251595,1991.3975,243,166,58.16611111111111,0.2393667123914037
149,45,No,Travel_Rarely,Research & Development,2,3,Medical,1,150,Female,1,Sales Executive,Married,50980,3.0,Y,14,8,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,6.787695733708392,0.2717460652981986,1608.683888888889,237,0,0.0,0.0
150,52,No,Travel_Rarely,Research & Development,12,3,Medical,1,151,Male,2,Research Scientist,Married,48780,2.0,Y,11,8,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,7.302139479905437,0.3030833790329483,1716.0027777777775,235,4,0.317222222222222,0.0013498817966903
151,42,No,Travel_Frequently,Sales,10,3,Marketing,1,152,Female,2,Healthcare Representative,Divorced,28370,2.0,Y,13,8,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,6.822407010014307,0.3088207903208703,1589.6208333333334,233,0,0.0,0.0
152,30,No,Travel_Rarely,Sales,25,3,Marketing,1,153,Male,1,Sales Executive,Single,24060,2.0,Y,20,8,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,7.322458937198068,0.2980406645064434,1684.1655555555556,230,3,0.7363888888888894,0.003201690821256
153,60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,154,Female,1,Manufacturing Director,Married,22690,5.0,Y,18,8,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,6.164361829501916,0.3143821591654218,1430.1319444444443,232,0,0.0,0.0
154,46,No,Travel_Rarely,Sales,19,4,Marketing,1,155,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,7.610284810126583,0.2938036667730017,1803.6375,237,22,2.5380555555555557,0.0107090951711204
155,42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,1,156,Male,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,6.5951353874883285,0.3182953779986332,1569.6422222222222,238,0,0.0,0.0
156,24,Yes,Travel_Rarely,Research & Development,27,2,Medical,1,157,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,10.648925376647837,0.2978148655761135,2513.146388888889,236,236,625.1463888888889,2.648925376647834
157,34,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,158,Male,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,6.20442731277533,0.2823785384971704,1408.405,227,0,0.0,0.0
158,38,No,Travel_Frequently,Sales,3,3,Marketing,1,159,Female,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,8.591902250351618,0.3000731063992162,2036.2808333333328,237,228,141.09972222222223,0.5953574777308954
159,40,No,Travel_Rarely,Sales,26,4,Marketing,1,160,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,6.001353864734299,0.2948516035328985,1380.3113888888888,230,0,0.0,0.0
160,26,No,Travel_Rarely,Research & Development,3,2,Medical,1,161,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,6.281751101321586,0.3060211981320457,1425.9575,227,0,0.0,0.0
161,30,No,Non-Travel,Research & Development,15,3,Medical,1,162,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,7.9055698005698,0.284207412495015,1849.9033333333332,234,83,17.1175,0.0731517094017094
162,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,163,Female,3,Manufacturing Director,Married,194310,1.0,Y,11,8,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,7.175699035812673,0.2915206754617901,1736.5191666666667,242,0,0.0,0.0
163,29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,1,164,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,6.651255274261604,0.3065156841937335,1576.3475,237,0,0.0,0.0
164,19,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,165,Male,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,7.906068376068376,0.3098415173969699,1850.02,234,90,19.208055555555568,0.0820857075023742
165,30,No,Non-Travel,Research & Development,2,4,Life Sciences,1,166,Female,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,6.718815667131567,0.3106013054865066,1605.7969444444443,239,0,0.0,0.0
166,57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,167,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,6.290588023088023,0.3221292197973265,1453.1258333333333,231,0,0.0,0.0
167,50,No,Travel_Rarely,Sales,10,4,Life Sciences,1,168,Female,3,Manager,Married,47870,0.0,Y,12,8,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,7.178114997713763,0.2879177720771033,1744.2819444444444,243,0,0.0,0.0
168,30,No,Non-Travel,Sales,10,2,Life Sciences,1,169,Male,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,6.286431712962963,0.3185341462132187,1508.743611111111,240,0,0.0,0.0
169,60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,1,170,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,7.217978595478596,0.287359072013134,1667.3530555555556,231,1,0.144166666666667,0.0006240981240981
170,47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,171,Male,5,Manufacturing Director,Divorced,135700,5.0,Y,16,8,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,7.809089371980676,0.3000750363232914,1796.0905555555555,230,59,10.221666666666666,0.0444420289855072
171,46,No,Travel_Rarely,Sales,4,1,Technical Degree,1,172,Male,1,Laboratory Technician,Married,67120,6.0,Y,21,8,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,6.805152662993573,0.3223801201660619,1646.8469444444445,242,0,0.0,0.0
172,35,No,Travel_Rarely,Research & Development,15,2,Medical,1,173,Female,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,6.484045584045584,0.2916407143451176,1517.2666666666669,234,0,0.0,0.0
173,54,No,Travel_Rarely,Research & Development,2,4,Medical,1,174,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,7.651214845550945,0.3120443923551523,1843.9427777777776,241,31,4.988055555555553,0.020697325956662
174,34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,175,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,7.585962725546058,0.2825372359912788,1775.1152777777777,234,11,1.3358333333333334,0.0057086894586894
175,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,176,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,9.179540598290597,0.2802815078690476,2148.0125,234,234,276.0125,1.1795405982905982
176,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,177,Male,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,6.37815324858757,0.2861808860552732,1505.2441666666666,236,0,0.0,0.0
177,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,178,Female,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,8.47764719848053,0.284255560024188,1983.7694444444444,234,227,112.4372222222222,0.4805009496676162
178,33,Yes,Travel_Rarely,Sales,5,4,Marketing,1,179,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,6.965121812386157,0.3113988122824903,1699.4897222222223,244,0,0.0,0.0
179,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,180,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,6.474620792992162,0.3282406091001766,1560.3836111111111,241,0,0.0,0.0
180,35,No,Travel_Rarely,Research & Development,12,2,Medical,1,181,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,8.876004361799817,0.2913333598297988,2147.993055555556,242,242,211.9930555555556,0.8760043617998164
181,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,1,182,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,6.58834186159844,0.2952611347619577,1502.1419444444443,228,0,0.0,0.0
182,34,Yes,Travel_Frequently,Sales,17,1,Marketing,1,183,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,10.995573136427566,0.2986388394533272,2605.9508333333333,237,237,709.9508333333333,2.995573136427567
183,42,No,Travel_Frequently,Research & Development,2,4,Medical,1,184,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,7.810652071563088,0.2845646156122051,1843.3138888888889,236,59,9.645000000000008,0.0408686440677966
184,36,No,Non-Travel,Research & Development,3,4,Medical,1,185,Male,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,7.22925660291439,0.2562826735526897,1763.9386111111112,244,0,0.0,0.0
185,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,1,186,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,6.419389838556505,0.3048313332581923,1502.137222222222,234,0,0.0,0.0
186,48,No,Travel_Rarely,Research & Development,6,3,Medical,1,187,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,6.779623617123617,0.2994557803572176,1566.0930555555556,231,0,0.0,0.0
187,55,No,Travel_Rarely,Research & Development,1,3,Medical,1,188,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,7.390809591642925,0.3011681292163029,1729.4494444444445,234,6,1.0447222222222212,0.0044646248812915
188,41,No,Non-Travel,Research & Development,3,2,Life Sciences,1,189,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,6.192049516908213,0.3000614469813832,1424.171388888889,230,0,0.0,0.0
189,35,No,Travel_Rarely,Research & Development,22,3,Medical,1,190,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,6.014660228898426,0.319916235184263,1401.4158333333332,233,0,0.0,0.0
190,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,191,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,7.3010291438979955,0.2818507606039336,1781.451111111111,244,3,0.2966666666666668,0.0012158469945355
191,39,No,Travel_Frequently,Research & Development,12,1,Medical,1,192,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,7.061997245179064,0.3228596247928963,1709.003333333333,242,0,0.0,0.0
192,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,193,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,8.724735996326904,0.295011078368031,2111.386111111111,242,240,175.62916666666666,0.7257403581267218
